"TimeCreated","Id","LevelDisplayName","ProviderName"
"18/03/2026 11:42:14","7002","Information","Microsoft-Windows-Winlogon"
"18/03/2026 11:42:10","2","Information","Microsoft-Windows-IsolatedUserMode"
"18/03/2026 11:42:10","10010","Erreur","Microsoft-Windows-DistributedCOM"
"18/03/2026 11:42:10","1074","Information","User32"
"18/03/2026 11:40:58","16","Information","Microsoft-Windows-Kernel-General"
"18/03/2026 11:40:27","387",,"IntcOED"
"18/03/2026 11:20:24","15","Information","Microsoft-Windows-Kernel-General"
"18/03/2026 10:22:49","19","Information","Microsoft-Windows-WindowsUpdateClient"
"18/03/2026 10:22:34","43","Information","Microsoft-Windows-WindowsUpdateClient"
"18/03/2026 10:22:34","44","Information","Microsoft-Windows-WindowsUpdateClient"
"18/03/2026 07:58:34","114","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:58:34","7040","Information","Service Control Manager"
"18/03/2026 07:57:07","1","Information","Microsoft-Windows-Kernel-General"
"18/03/2026 07:57:07","21","Erreur","Microsoft-Windows-HAL"
"18/03/2026 07:57:07","20","Erreur","Microsoft-Windows-HAL"
"18/03/2026 07:57:07","24","Information","Microsoft-Windows-Kernel-General"
"18/03/2026 07:56:21","113","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:21","114","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:20","113","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:20","114","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:14","113","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:14","114","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:14","113","Information","Microsoft-Windows-HttpService"
"18/03/2026 07:56:05","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 07:56:04","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 07:56:04","6062","Avertissement","Netwtw14"
"18/03/2026 07:56:02","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 07:56:02","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 07:56:01","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 07:56:00","7021","Information","Netwtw14"
"18/03/2026 07:55:59","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 07:55:59","507","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 07:55:58","18","Information","BTHUSB"
"18/03/2026 07:55:58","172","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 07:55:58","701","Avertissement","Win32k"
"18/03/2026 07:55:58","701","Avertissement","Win32k"
"18/03/2026 04:32:04","10010","Erreur","Microsoft-Windows-DistributedCOM"
"18/03/2026 04:29:59","10010","Erreur","Microsoft-Windows-DistributedCOM"
"18/03/2026 04:27:59","18","Information","BTHUSB"
"18/03/2026 04:27:59","172","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:27:52","114","Information","Microsoft-Windows-HttpService"
"18/03/2026 04:27:52","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:27:51","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 04:27:50","113","Information","Microsoft-Windows-HttpService"
"18/03/2026 04:27:50","114","Information","Microsoft-Windows-HttpService"
"18/03/2026 04:27:50","113","Information","Microsoft-Windows-HttpService"
"18/03/2026 04:27:46","506","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:27:46","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:27:46","507","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:17:13","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:17:12","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 04:17:08","7040","Information","Service Control Manager"
"18/03/2026 04:17:08","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 04:17:06","506","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:17:06","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:17:06","507","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:17:06","105","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 04:05:35","10010","Erreur","Microsoft-Windows-DistributedCOM"
"18/03/2026 04:02:52","10010","Erreur","Microsoft-Windows-DistributedCOM"
"18/03/2026 03:58:27","10010","Erreur","Microsoft-Windows-DistributedCOM"
"18/03/2026 03:20:25","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 03:20:14","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 03:19:33","506","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 03:19:33","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 03:19:33","507","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 02:38:44","7000","Erreur","Service Control Manager"
"18/03/2026 02:38:44","7009","Erreur","Service Control Manager"
"18/03/2026 01:51:36","12","Information","Microsoft-Windows-UserModePowerService"
"18/03/2026 01:51:29","566","Information","Microsoft-Windows-Kernel-Power"
"18/03/2026 01:49:32","7040","Information","Service Control Manager"
"18/03/2026 01:47:10","7040","Information","Service Control Manager"
"18/03/2026 01:47:08","506","Information","Microsoft-Windows-Kernel-Power"
